Age,AcademicPressure,WorkPressure,CGPA,StudySatisfaction,Work/StudyHours,FinancialStress,Stress_Index,Gender_Female,Gender_Male,SleepDuration_5-6hours,SleepDuration_7-8hours,SleepDuration_Lessthan5hours,SleepDuration_Morethan8hours,DietaryHabits_Healthy,DietaryHabits_Moderate,DietaryHabits_Unhealthy,Haveyoueverhadsuicidalthoughts?_No,Haveyoueverhadsuicidalthoughts?_Yes,FamilyHistoryofMentalIllness_No,FamilyHistoryofMentalIllness_Yes,target
34,3,0,8.04,4,7,2.0,2.5,0,1,1,0,0,0,1,0,0,0,1,1,0,0
24,3,0,8.95,5,0,5.0,4.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
20,2,0,5.27,3,10,1.0,1.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0
21,2,0,9.42,1,11,5.0,3.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
19,2,0,8.54,3,10,5.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
32,1,0,8.59,1,0,1.0,1.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
33,2,0,9.39,4,3,1.0,1.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
31,4,0,6.89,1,10,3.0,3.5,0,1,0,0,0,1,0,1,0,1,0,1,0,0
22,2,0,7.8,2,12,4.0,3.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
23,3,0,9.56,1,4,2.0,2.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
32,5,0,5.88,5,1,5.0,5.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
22,5,0,9.98,3,12,2.0,3.5,1,0,0,0,0,1,1,0,0,0,1,0,1,0
21,5,0,9.94,2,10,4.0,4.5,0,1,1,0,0,0,1,0,0,0,1,1,0,1
24,2,0,5.57,3,5,2.0,2.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
23,4,0,6.99,4,5,2.0,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
18,3,0,8.96,3,1,4.0,3.5,1,0,0,0,0,1,0,0,1,0,1,0,1,1
27,5,0,8.91,1,6,4.0,4.5,1,0,0,1,0,0,0,1,0,1,0,1,0,1
20,4,0,8.27,4,6,5.0,4.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1
34,5,0,7.8,2,10,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
31,5,0,9.79,2,3,1.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
33,4,0,6.89,4,11,1.0,2.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
32,5,0,8.58,1,0,2.0,3.5,1,0,0,0,1,0,0,0,1,0,1,1,0,1
33,1,0,8.74,2,0,2.0,1.5,0,1,1,0,0,0,0,0,1,1,0,1,0,0
34,4,0,9.56,4,2,1.0,2.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0
23,1,0,5.74,3,8,2.0,1.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
28,5,0,5.82,2,9,5.0,5.0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
28,2,0,7.45,1,10,3.0,2.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
29,4,0,8.27,2,8,2.0,3.0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
22,2,0,7.04,5,3,5.0,3.5,0,1,0,0,1,0,1,0,0,0,1,0,1,0
27,5,0,9.97,2,11,5.0,5.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
23,5,0,9.66,4,8,4.0,4.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
27,4,0,8.09,4,12,1.0,2.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0
27,5,0,6.73,4,3,2.0,3.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
27,5,0,7.53,3,4,3.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
25,4,0,5.08,3,10,3.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,4,0,8.62,1,7,5.0,4.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,5,0,5.67,2,10,5.0,5.0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
27,5,0,5.64,5,10,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
22,5,0,9.21,1,10,4.0,4.5,1,0,0,0,1,0,1,0,0,0,1,0,1,1
34,2,0,9.24,5,10,1.0,1.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0
29,3,0,9.24,2,2,1.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
34,2,0,6.99,2,4,2.0,2.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
28,5,0,7.53,3,7,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,1,0,1
23,1,0,8.58,4,7,2.0,1.5,1,0,0,1,0,0,0,1,0,1,0,0,1,0
19,4,0,8.74,3,7,5.0,4.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
18,5,0,6.05,4,8,3.0,4.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
33,4,0,9.97,5,1,2.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
29,5,0,7.48,4,12,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
20,5,0,8.65,2,10,5.0,5.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
19,1,0,9.37,4,0,1.0,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
29,1,0,8.04,4,9,1.0,1.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
30,1,0,7.51,2,12,4.0,2.5,1,0,1,0,0,0,0,1,0,0,1,1,0,1
33,1,0,6.47,3,7,1.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
26,2,0,6.38,3,0,5.0,3.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
23,3,0,9.72,1,10,5.0,4.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
28,3,0,7.3,3,2,4.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
19,5,0,8.04,2,0,1.0,3.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
27,1,0,8.21,3,2,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
28,4,0,9.72,3,4,3.0,3.5,1,0,1,0,0,0,0,1,0,1,0,0,1,1
28,5,0,7.09,2,11,1.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
29,3,0,5.79,5,9,4.0,3.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
21,3,0,9.24,1,11,5.0,4.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
24,5,0,9.9,5,6,5.0,5.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
34,4,0,7.02,4,10,3.0,3.5,0,1,1,0,0,0,0,0,1,0,1,1,0,1
26,3,0,5.38,1,11,3.0,3.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
24,5,0,5.74,2,12,2.0,3.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
18,2,0,7.83,5,8,5.0,3.5,0,1,0,0,1,0,0,0,1,0,1,0,1,1
20,5,0,6.99,1,11,4.0,4.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1
29,3,0,6.51,3,8,1.0,2.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
24,5,0,5.71,5,0,3.0,4.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
34,1,0,5.82,2,6,1.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
23,3,0,8.04,5,10,1.0,2.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
34,2,0,7.83,3,3,4.0,3.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
23,2,0,7.04,4,11,1.0,1.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0
33,3,0,5.86,5,0,4.0,3.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
28,2,0,6.75,5,7,5.0,3.5,1,0,1,0,0,0,0,0,1,1,0,0,1,0
27,5,0,7.94,1,5,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
29,5,0,5.88,4,2,5.0,5.0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
32,5,0,9.6,2,9,4.0,4.5,0,1,0,1,0,0,0,0,1,1,0,1,0,1
21,1,0,6.28,5,12,4.0,2.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0
32,1,0,9.96,3,10,4.0,2.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
20,3,0,8.24,1,7,5.0,4.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
34,5,0,9.02,2,12,1.0,3.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
33,1,0,5.86,5,9,1.0,1.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
20,3,0,8.9,4,0,5.0,4.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
30,4,0,9.94,3,4,1.0,2.5,1,0,0,0,0,1,1,0,0,1,0,1,0,0
31,3,0,9.21,3,12,1.0,2.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
31,5,0,5.52,1,7,5.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
29,4,0,5.64,2,11,2.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
33,1,0,5.74,3,8,3.0,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
23,4,0,5.56,2,2,5.0,4.5,1,0,1,0,0,0,1,0,0,0,1,1,0,1
21,4,0,5.12,4,7,5.0,4.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
21,5,0,8.53,2,7,5.0,5.0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
28,5,0,9.88,1,12,4.0,4.5,1,0,1,0,0,0,0,0,1,0,1,0,1,1
31,1,0,9.21,2,4,3.0,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
30,3,0,7.04,2,2,1.0,2.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
28,3,0,6.92,1,10,5.0,4.0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
28,3,0,7.08,3,10,5.0,4.0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
30,1,0,7.09,3,9,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
26,5,0,5.08,5,2,5.0,5.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
33,5,0,8.04,4,1,5.0,5.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
28,3,0,7.8,4,7,2.0,2.5,0,1,0,0,0,1,1,0,0,1,0,1,0,0
22,2,0,8.17,1,7,4.0,3.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
19,5,0,7.91,2,6,4.0,4.5,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,2,0,8.65,5,0,3.0,2.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0
25,3,0,5.52,1,12,2.0,2.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
30,4,0,7.47,2,5,2.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
23,5,0,8.04,2,11,5.0,5.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
25,5,0,8.04,4,0,3.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
30,2,0,9.05,5,12,3.0,2.5,1,0,0,0,1,0,1,0,0,1,0,0,1,0
31,2,0,5.46,4,8,1.0,1.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0
32,1,0,5.56,3,2,2.0,1.5,1,0,0,0,0,1,0,1,0,0,1,1,0,0
24,1,0,6.37,1,6,2.0,1.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0
29,5,0,5.85,3,12,1.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
22,2,0,5.56,3,0,4.0,3.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
21,3,0,8.69,4,11,5.0,4.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
31,2,0,9.56,2,11,4.0,3.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
27,2,0,6.28,3,0,1.0,1.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
33,2,0,8.78,2,12,2.0,2.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
20,5,0,9.24,4,12,5.0,5.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
23,1,0,5.74,4,3,3.0,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
23,3,0,7.09,3,7,4.0,3.5,0,1,0,1,0,0,0,1,0,0,1,1,0,1
32,5,0,9.39,2,10,4.0,4.5,1,0,0,0,1,0,0,1,0,0,1,1,0,1
24,3,0,5.16,1,2,5.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
18,3,0,8.04,5,11,5.0,4.0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
19,5,0,7.48,1,11,5.0,5.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,5,0,6.78,2,5,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
29,5,0,8.04,5,8,4.0,4.5,0,1,0,0,0,1,1,0,0,1,0,0,1,1
22,4,0,9.88,3,6,5.0,4.5,0,1,0,1,0,0,1,0,0,0,1,0,1,1
32,5,0,5.68,5,7,1.0,3.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
28,5,0,8.04,4,12,5.0,5.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
25,5,0,8.39,3,10,5.0,5.0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
20,5,0,8.9,5,7,2.0,3.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
24,1,0,7.77,2,1,2.0,1.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
28,3,0,9.37,3,11,2.0,2.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
34,3,0,7.64,5,3,1.0,2.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
33,2,0,8.14,3,6,5.0,3.5,1,0,1,0,0,0,1,0,0,0,1,0,1,1
22,1,0,7.82,4,9,5.0,3.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
20,2,0,5.76,5,12,5.0,3.5,1,0,0,0,0,1,1,0,0,0,1,0,1,1
24,4,0,5.12,2,9,3.0,3.5,0,1,0,1,0,0,0,1,0,1,0,1,0,1
19,2,0,9.26,5,12,2.0,2.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
25,3,0,9.6,5,3,2.0,2.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0
20,3,0,6.08,2,10,5.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
20,1,0,9.95,1,2,2.0,1.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0
22,1,0,8.58,5,10,2.0,1.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
19,3,0,7.92,2,7,2.0,2.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0
19,3,0,8.29,4,4,2.0,2.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
22,4,0,9.97,2,9,2.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
24,1,0,8.65,4,10,5.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
22,3,0,5.67,4,0,1.0,2.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
19,4,0,8.0,1,6,5.0,4.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
21,1,0,8.56,3,9,2.0,1.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0
19,4,0,6.47,3,4,3.0,3.5,0,1,0,1,0,0,0,0,1,0,1,1,0,1
25,2,0,5.71,3,8,5.0,3.5,1,0,0,0,1,0,1,0,0,0,1,0,1,1
20,5,0,8.7,4,10,3.0,4.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
21,5,0,5.56,2,8,3.0,4.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
27,3,0,9.37,2,11,2.0,2.5,0,1,1,0,0,0,0,0,1,0,1,0,1,1
28,4,0,5.81,2,0,4.0,4.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
18,3,0,8.69,1,7,5.0,4.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
32,1,0,9.86,1,1,4.0,2.5,1,0,0,0,0,1,0,0,1,0,1,1,0,0
18,1,0,5.51,3,12,2.0,1.5,1,0,1,0,0,0,1,0,0,1,0,1,0,0
25,3,0,9.93,4,2,3.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
22,5,0,8.95,2,6,4.0,4.5,0,1,0,1,0,0,0,0,1,0,1,0,1,1
31,3,0,7.26,1,12,3.0,3.0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
18,3,0,9.67,2,5,1.0,2.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
31,4,0,6.73,5,9,1.0,2.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0
33,5,0,5.88,1,0,3.0,4.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
18,3,0,8.54,5,8,3.0,3.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
29,4,0,8.58,4,12,2.0,3.0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
33,4,0,9.74,5,3,1.0,2.5,1,0,0,0,0,1,1,0,0,1,0,0,1,0
21,3,0,9.54,1,8,4.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,0
32,1,0,5.86,4,12,2.0,1.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
26,2,0,9.26,4,8,4.0,3.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
30,5,0,6.79,4,7,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
27,5,0,8.58,2,6,2.0,3.5,0,1,0,0,0,1,0,1,0,1,0,0,1,1
18,5,0,6.27,5,8,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
26,2,0,7.25,1,11,2.0,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
34,2,0,8.58,1,11,5.0,3.5,1,0,0,0,0,1,0,1,0,0,1,1,0,0
24,2,0,5.26,3,2,2.0,2.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
18,1,0,5.12,5,7,4.0,2.5,1,0,0,1,0,0,1,0,0,0,1,0,1,0
28,3,0,8.59,1,10,4.0,3.5,0,1,1,0,0,0,0,1,0,0,1,0,1,1
23,5,0,8.75,4,0,2.0,3.5,0,1,1,0,0,0,0,0,1,1,0,1,0,1
23,5,0,5.57,2,10,2.0,3.5,1,0,0,1,0,0,0,0,1,0,1,0,1,1
29,3,0,5.58,2,6,3.0,3.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
20,5,0,8.53,1,10,2.0,3.5,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34,2,0,7.25,3,6,1.0,1.5,1,0,1,0,0,0,0,0,1,1,0,1,0,0
24,1,0,8.97,4,11,1.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
29,5,0,5.68,5,2,1.0,3.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
19,3,0,5.16,1,11,4.0,3.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1
27,5,0,9.6,2,7,4.0,4.5,1,0,0,0,0,1,0,1,0,0,1,0,1,1
31,1,0,9.56,4,11,5.0,3.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
27,1,0,5.79,1,5,5.0,3.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
24,3,0,9.87,5,12,4.0,3.5,1,0,0,1,0,0,0,1,0,0,1,1,0,1
28,1,0,7.37,2,0,3.0,2.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
34,1,0,7.39,3,5,3.0,2.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
29,1,0,9.71,4,5,1.0,1.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
21,5,0,5.74,2,4,1.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
23,4,0,8.16,2,7,1.0,2.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
24,1,0,7.37,1,8,5.0,3.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
25,3,0,8.95,3,7,4.0,3.5,1,0,0,0,0,1,0,0,1,0,1,1,0,1
28,2,0,5.74,3,0,3.0,2.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0
24,4,0,6.05,3,11,4.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
27,3,0,5.57,5,3,5.0,4.0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
23,3,0,5.27,2,1,4.0,3.5,0,1,0,0,1,0,0,0,1,1,0,1,0,1
23,1,0,6.37,4,0,2.0,1.5,0,1,0,1,0,0,0,0,1,1,0,1,0,0
32,4,0,6.78,3,11,5.0,4.5,0,1,0,0,0,1,0,0,1,1,0,0,1,1
18,5,0,5.77,4,12,5.0,5.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
23,3,0,9.54,1,7,4.0,3.5,0,1,0,0,1,0,1,0,0,0,1,0,1,1
28,5,0,5.6,3,12,2.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
23,1,0,9.54,1,10,5.0,3.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
33,3,0,8.58,1,10,1.0,2.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
24,3,0,5.79,3,2,3.0,3.0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
27,1,0,7.38,3,0,3.0,2.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
20,4,0,7.04,4,2,3.0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,1,0
29,3,0,9.89,1,6,5.0,4.0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
33,4,0,7.64,3,4,2.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
24,5,0,5.88,3,8,5.0,5.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
28,3,0,9.79,1,12,3.0,3.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20,4,0,8.03,3,1,3.0,3.5,0,1,0,0,1,0,0,0,1,1,0,0,1,1
23,2,0,9.93,5,11,1.0,1.5,0,1,0,0,0,1,0,0,1,1,0,0,1,0
34,1,0,5.74,1,12,2.0,1.5,1,0,0,1,0,0,0,0,1,0,1,0,1,0
20,4,0,5.32,1,1,3.0,3.5,1,0,0,0,1,0,0,0,1,0,1,1,0,1
31,3,0,7.21,3,11,5.0,4.0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
27,4,0,5.16,1,11,5.0,4.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
33,1,0,8.46,1,3,2.0,1.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0
24,5,0,7.02,5,12,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,1,0,1
29,1,0,8.14,2,11,3.0,2.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
34,5,0,5.56,2,9,5.0,5.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
27,2,0,8.98,4,6,3.0,2.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0
20,4,0,9.43,1,10,4.0,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
18,5,0,7.5,2,11,5.0,5.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
20,5,0,8.58,5,2,2.0,3.5,1,0,0,1,0,0,0,1,0,1,0,0,1,1
34,4,0,7.25,2,2,2.0,3.0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
23,4,0,8.79,4,9,4.0,4.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
19,5,0,7.1,3,12,3.0,4.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
18,5,0,9.67,4,10,2.0,3.5,0,1,0,0,1,0,0,0,1,0,1,1,0,1
18,3,0,9.39,1,0,3.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
20,5,0,7.7,5,9,5.0,5.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
20,3,0,5.85,3,1,5.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
27,1,0,5.11,3,10,2.0,1.5,0,1,1,0,0,0,0,0,1,1,0,0,1,1
21,1,0,5.74,3,5,3.0,2.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
24,5,0,7.77,1,12,3.0,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
30,1,0,9.93,2,10,1.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
26,2,0,9.44,5,10,4.0,3.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
33,2,0,8.04,4,9,2.0,2.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
33,1,0,9.79,3,6,1.0,1.0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
26,5,0,9.96,1,8,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
23,1,0,7.51,1,3,1.0,1.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
33,2,0,5.65,5,12,2.0,2.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
32,5,0,6.33,5,4,3.0,4.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
29,3,0,9.96,4,3,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
26,5,0,7.15,2,8,5.0,5.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
28,3,0,5.26,4,7,1.0,2.0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
28,3,0,9.91,2,4,2.0,2.5,1,0,1,0,0,0,0,1,0,1,0,0,1,1
23,4,0,9.44,2,10,1.0,2.5,1,0,1,0,0,0,0,0,1,1,0,1,0,1
30,2,0,6.99,2,6,5.0,3.5,1,0,0,1,0,0,0,1,0,0,1,0,1,0
24,1,0,7.34,3,12,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
24,3,0,9.6,2,4,2.0,2.5,0,1,0,0,1,0,0,1,0,1,0,1,0,0
34,1,0,5.89,3,12,3.0,2.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
25,1,0,8.74,3,1,2.0,1.5,0,1,1,0,0,0,0,0,1,1,0,0,1,0
29,3,0,7.94,3,10,5.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
19,5,0,7.64,4,7,5.0,5.0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
19,3,0,8.04,2,3,1.0,2.0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,3,0,8.97,2,11,5.0,4.0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
26,3,0,9.21,5,3,1.0,2.0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
34,4,0,7.39,2,10,1.0,2.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1
34,5,0,5.27,1,1,1.0,3.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
27,3,0,9.95,2,2,1.0,2.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
29,4,0,8.69,5,1,4.0,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
25,5,0,10.0,5,4,4.0,4.5,0,1,1,0,0,0,1,0,0,0,1,0,1,0
18,3,0,6.16,4,11,5.0,4.0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
18,5,0,7.25,2,6,4.0,4.5,1,0,0,0,1,0,0,0,1,0,1,0,1,1
31,3,0,9.21,1,0,5.0,4.0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
28,1,0,8.07,4,0,2.0,1.5,1,0,0,0,1,0,0,1,0,0,1,0,1,0
